w_0                   w_a                   w_p                   w_phi                 Omega_M               Omega_DE              x1                    x2                    y1                    y2                    c1                    c2                    u                     Lambda_1              Lambda_2              n                     
-0.27391065865        -0.368479891598       -0.396737289182       -0.312886564132       0.535788603325        0.464211394992        0.175088101719        7.21816839757e-14     0.142699352731        6.12618321193e-14     1.63425452362         1.23109596745         4.10211790315e-05     18.6719639451         3.3198344566          5                     
nan                   nan                   nan                   nan                   nan                   nan                   0.229700806527        3.65582985951e-14     0.158740252191        1.98854605562e-14     1.28111342862         1.93532419364         nan                   19.7014501878         16.9869636435         5                     
-0.544597074719       -0.193443655345       -0.609078293168       -0.524077045792       0.857320227336        0.142679770278        0.11459073493         1.52490040667e-14     0.0762478651995       1.23607390744e-14     1.71866283346         1.28071603736         4.88467222758e-05     24.5231703958         3.99883634574         5                     
-0.16303838819        -0.325020753518       -0.271378639362       -0.1934968316         0.898969730295        0.101030267112        0.16089446458         5.57916018247e-14     0.115090433711        3.49887435828e-14     1.45390054774         1.53507080893         5.09193791727e-05     20.4060772458         9.5254127414          5                     
-0.556053068029       0.116267339311        -0.517297288258       -0.486943482518       0.899481562681        0.100518434567        0.103598909462        1.31849062203e-14     0.0723754041605       1.20656926607e-14     1.01989286246         1.93040917297         5.24632131054e-05     16.8151057625         5.00573153993         5                     
-0.280424149937       -0.35971572572        -0.400329391844       -0.309752341921       0.718700744336        0.281299254988        0.116020978561        7.36189543215e-14     0.0864780584612       6.09846247666e-14     1.02737778957         1.44847797585         2.59984007279e-05     15.4917209842         4.45607698189         5                     
-0.236659719013       -0.330974485148       -0.346984547396       -0.266640171557       0.682521764845        0.317478234151        0.199437636665        8.52767307039e-14     0.182760020445        6.16369900239e-14     1.17932581762         1.11624663409         3.16912246248e-05     12.684610603          4.52921504154         5                     
nan                   nan                   nan                   nan                   nan                   nan                   0.28723925122         1.63017788125e-14     0.19246705029         1.50489059811e-14     1.27892058845         1.94945631782         nan                   20.4368736013         4.95600030721         5                     
-0.330921545463       -0.359458065503       -0.45074090063        -0.366010617581       0.496376337849        0.503623661679        0.0446285863522       9.71946536399e-14     0.0374429170364       9.25835395282e-14     1.27082646528         1.39789963789         2.17407461432e-05     15.2381073141         2.84329429172         5                     
-0.359775071347       -0.235341798401       -0.438222337481       -0.35561424888        0.884507720031        0.115492279228        0.0260365367247       3.79182922832e-14     0.0210185330931       2.67348538762e-14     1.5896753727          1.40729453252         2.72221262478e-05     18.5718170739         6.49282470698         5                     
